address,price,details,bedrooms,bathrooms,category,city
"441 Jarvis St, Toronto, ON M4Y 2G8",8500000.0,"Studio4 ba4,600 sqft- House for sale",,4.0,House,Toronto
"142 Browns Line, Toronto, ON M8W 3T2",1250000.0,"7 bds3 ba2,817 sqft- House for sale",7.0,3.0,House,Toronto
"124 Foch Ave, Toronto, ON M8W 3Y3",1260000.0,"4 bds2 ba2,000 sqft- House for sale",4.0,2.0,House,Toronto
"556 Palmerston Ave #554, Toronto, ON M6G 2P7",4180000.0,6 bds3 ba- House for sale,6.0,3.0,House,Toronto
"200 Mclevin Ave UNIT 29, Toronto, ON M1B 6C9",489900.0,2 bds1 ba- Townhouse for sale,2.0,1.0,Townhouse,Toronto
"22 Olive Ave #301, Toronto, ON M2N 7G6",589990.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"2220 Lakeshore Blvd W #1202, Toronto, ON M8V 0C1",699900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"3865 Lake Shore Blvd W #809, Toronto, ON M8W 0A2",750000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"27 Yvonne Ave, Toronto, ON M3L 1C8",799000.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"138 Plumrose Ptwy #17, Toronto, ON M1B 4B4",749999.0,4 bds3 ba- House for sale,4.0,3.0,House,Toronto
"71 Citadel Dr, Toronto, ON M1K 4S3",1299000.0,3 bds4 ba- House for sale,3.0,4.0,House,Toronto
"421 Royal York Rd, Toronto, ON M8Y 2R8",944000.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"28 Wellesley St E, Toronto, ON M4Y 0C4",100000.0,"Studio-- ba2,842 sqft- Condo for sale",,,Condo,Toronto
"1485 Birchmount Rd #104, Toronto, ON M1P 0C7",629000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Toronto
"2059 Weston Rd #33, Toronto, ON M9N 1X7",779000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Toronto
"1001 Bay St #2315, Toronto, ON M5S 3A6",1099888.0,"2 bds2 ba1,150 sqft- Condo for sale",2.0,2.0,Condo,Toronto
"11 Saint Joseph St #1208, Toronto, ON M4Y 3G4",648000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"430 Mclevin Ave #412, Toronto, ON M1B 5P1",554900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"124 Aerodrome Cres #202, Toronto, ON M4G 4J2",799900.0,2 bds2 ba- Townhouse for sale,2.0,2.0,Townhouse,Toronto
"28 Ignatius Ln, Toronto, ON M1E 0A3",734000.0,3 bds4 ba- Townhouse for sale,3.0,4.0,Townhouse,Toronto
"499 Keele St, Toronto, ON M6N 3E1",799000.0,3 bds3 ba- House for sale,3.0,3.0,House,Toronto
"2800 Keele St #421, Toronto, ON M3M 0B8",488800.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"72 Longbow Sq, Toronto, ON M1W 2W7",1198888.0,4 bds4 ba- House for sale,4.0,4.0,House,Toronto
"16 Harbour St #5102, Toronto, ON M5J 2Z7",1849000.0,3 bds3 ba- Condo for sale,3.0,3.0,Condo,Toronto
"73 Mccowan Rd, Toronto, ON M1M 3M3",1200000.0,5 bds2 ba- House for sale,5.0,2.0,House,Toronto
"5 Hanna Ave #323, Toronto, ON M6K 0B3",629900.0,1 bd2 ba- Condo for sale,1.0,2.0,Condo,Toronto
"251 Jarvis St #1508, Toronto, ON M5B 0C3",499900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"111 Bathurst St #812, Toronto, ON M5V 0M9",598888.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"160 Frederick St #207, Toronto, ON M5A 4H9",2599990.0,3 bds3 ba- Condo for sale,3.0,3.0,Condo,Toronto
"16 Dunsmore Gdns, Toronto, ON M3H 3M2",2998000.0,4 bds6 ba- House for sale,4.0,6.0,House,Toronto
"61 Dane Ave, Toronto, ON M6A 1G4",3688000.0,5 bds6 ba- House for sale,5.0,6.0,House,Toronto
"200 Bloor St W #3105, Toronto, ON M5S 0B1",950000.0,1 bd2 ba- Condo for sale,1.0,2.0,Condo,Toronto
"2200 Lakeshore Blvd W #709, Toronto, ON M8V 1A4",605000.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Toronto
"38 Kenaston Gdns #GV202, Toronto, ON M2K 1G8",788800.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"177 Finch Ave E, Toronto, ON M2N 4R8",1088000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Toronto
"10 Yonge St PENTHOUSE 10, Toronto, ON M5E 1R4",749000.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Toronto
"59 Lesmount Ave, Toronto, ON M4J 3V7",2077000.0,5 bds5 ba- House for sale,5.0,5.0,House,Toronto
"191 Parkside Dr, Toronto, ON M6R 2Z1",2488000.0,7 bds5 ba- House for sale,7.0,5.0,House,Toronto
"228 Bonis Ave #503, Toronto, ON M1T 3W4",638000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Toronto
"30 Herons Hill Way #2310, Toronto, ON M2J 0A7",680000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Toronto
"389 Winnett Ave, Toronto, ON M6C 3M2",1490000.0,3 bds5 ba- House for sale,3.0,5.0,House,Toronto
"10 York St #4305, Toronto, ON M5J 0E1",1199800.0,"2 bds2 ba4,800 sqft- Condo for sale",2.0,2.0,Condo,Toronto
"1413 Bloor St W, Toronto, ON M6P 3L4",1980000.0,6 bds4 ba- House for sale,6.0,4.0,House,Toronto
"1 Dunblaine Ave, Toronto, ON M5M 2R6",3599900.0,4 bds5 ba- House for sale,4.0,5.0,House,Toronto
"73 Prosperity Ptwy, Toronto, ON M1B 4G9",795000.0,4 bds4 ba- House for sale,4.0,4.0,House,Toronto
"633 Bay St #2316, Toronto, ON M5G 2G4",809900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"237 Manning Ave, Toronto, ON M6J 2K8",2299999.0,9 bds6 ba- House for sale,9.0,6.0,House,Toronto
"25 Grenville St #1507, Toronto, ON M4Y 2X5",650000.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Toronto
"48 Rosemount Dr, Toronto, ON M1K 2W9",999000.0,3 bds3 ba- House for sale,3.0,3.0,House,Toronto
"2212 Lake Shore Blvd W UNIT 3808, Toronto, ON M8V 0C2",725000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"151 Village Green Sq #906, Toronto, ON M1S 0K5",628000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Toronto
"1 Sylvestre Sq, Toronto, ON M1W 3V1",1190000.0,6 bds6 ba- House for sale,6.0,6.0,House,Toronto
"8 The Esplanade #2806, Toronto, ON M5E 0A6",779000.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Toronto
"68 Merton St #806, Toronto, ON M4S 0A7",599000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"162 Aldercrest Rd, Toronto, ON M8W 4J3",1298800.0,4 bds4 ba- House for sale,4.0,4.0,House,Toronto
"760 Lawrence Ave W #87, Toronto, ON M6A 3E7",699000.0,3 bds3 ba- Condo for sale,3.0,3.0,Condo,Toronto
"10 Queens Quay W #1512, Toronto, ON M5J 2R9",679000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"88 Alton Tower Cir #302, Toronto, ON M1V 5C5",499900.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Toronto
"150 Homewood Ave #L109, Toronto, ON M4Y 2J6",699000.0,1 bd2 ba- Townhouse for sale,1.0,2.0,Townhouse,Toronto
"25 Thistletown Blvd, Toronto, ON M9V 4A6",699000.0,5 bds4 ba- Condo for sale,5.0,4.0,Condo,Toronto
"The Tamarack Plan, Parkside Towns At Saturday In Downsview Park",979990.0,"4 bds3 ba1,524 sqft- New construction",4.0,3.0,New Construction,Parkside Towns At Saturday In Downsview Park
"1 Leila Ln #1209, Toronto, ON M6A 2M7",468000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"10 Valdor Dr, Toronto, ON M1V 1R4",950000.0,6 bds3 ba- House for sale,6.0,3.0,House,Toronto
"54 Quietbrook Cres, Toronto, ON M1X 2B3",1059000.0,5 bds4 ba- House for sale,5.0,4.0,House,Toronto
"4673 Jane St #318, Toronto, ON M3N 2L1",192000.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Toronto
"525 Adelaide St W #620, Toronto, ON M5V 0N7",599900.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Toronto
"10 Glenroy Ave, Toronto, ON M8Y 2M1",2298000.0,3 bds4 ba- House for sale,3.0,4.0,House,Toronto
"499 Keele St, Toronto, ON M6N 3E1",799000.0,4 bds3 ba- House for sale,4.0,3.0,House,Toronto
"124 Homewood Ave, Toronto, ON M2M 1K3",1688000.0,7 bds3 ba- House for sale,7.0,3.0,House,Toronto
"4978 Yonge St #3101, Toronto, ON M2N 7G8",632800.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"75 Markham St #11, Toronto, ON M6J 2G4",1199900.0,1 bd2 ba- Condo for sale,1.0,2.0,Condo,Toronto
"104 Havendale Rd, Toronto, ON M1S 1E5",2580000.0,4 bds5 ba- House for sale,4.0,5.0,House,Toronto
"107 Otonabee Ave, Toronto, ON M2M 2S7",3288000.0,4 bds5 ba- House for sale,4.0,5.0,House,Toronto
"501 Saint Clair Ave W #1408, Toronto, ON M5P 0A2",699000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"1621 Village Green Sq #135, Toronto, ON M1S 0L2",515000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"1 Massey Sq #1410, Toronto, ON M4C 5L4",549000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Toronto
"5 Rowntree Rd #809, Toronto, ON M9V 5G9",544900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"The Willow Plan, Parkside Towns At Saturday In Downsview Park",799990.0,"3 bds3 ba1,134 sqft- New construction",3.0,3.0,New Construction,Parkside Towns At Saturday In Downsview Park
"90 Wingarden Ct W #190, Toronto, ON M1B 2K3",599000.0,3 bds2 ba- Townhouse for sale,3.0,2.0,Townhouse,Toronto
"9 Havenlea Rd, Toronto, ON M1X 1S6",859000.0,3 bds4 ba- House for sale,3.0,4.0,House,Toronto
"33 Ferguson St, Toronto, ON M1L 0C9",939999.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Toronto
"5 Whitelock Cres, Toronto, ON M2K 1V9",1990000.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"125 Redpath Ave #2712, Toronto, ON M4S 0B5",479000.0,Studio1 ba- Condo for sale,,1.0,Condo,Toronto
"199 Richmond St W #2010, Toronto, ON M5V 0H4",749900.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Toronto
"2550 Lawrence Ave #1402, Toronto, ON M1P 4Z3",539000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"17 Anndale Dr #2310, Toronto, ON M2N 2W7",589000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"6 Muskox Dr, Toronto, ON M1B 6E9",1149900.0,4 bds4 ba- House for sale,4.0,4.0,House,Toronto
"234 A Albion Rd #304, Toronto, ON M9W 6A5",499900.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Toronto
"106 Dovercourt Rd #411, Toronto, ON M6J 0G4",738000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"96 Dunraven Dr, Toronto, ON M6M 1H3",1050000.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"25 Ritchie Ave #111, Toronto, ON M6R 2J6",1090000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"45 Cedarcroft Blvd #3, Toronto, ON M2R 3Y2",599000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Toronto
"18 Denver Cres, Toronto, ON M2J 1G7",2490000.0,5 bds4 ba- House for sale,5.0,4.0,House,Toronto
"365 Church St #612, Toronto, ON M5B 0B5",959000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Toronto
"279 Lappin Ave, Toronto, ON M6H 1Y9",919999.0,2 bds2 ba- Townhouse for sale,2.0,2.0,Townhouse,Toronto
"1 A Palace Pier Ct #2706, Toronto, ON M8V 3W9",1599900.0,2 bds3 ba- Condo for sale,2.0,3.0,Condo,Toronto
"25 Fontenay Ct #808, Toronto, ON M9A 0C4",849800.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"50 Shirley St, Toronto, ON M6K 1T1",1550000.0,4 bds3 ba- House for sale,4.0,3.0,House,Toronto
"83 Montressor Dr, Toronto, ON M2P 1Z3",2480000.0,4 bds5 ba- House for sale,4.0,5.0,House,Toronto
"9 Burnhamthorpe Cres #316, Toronto, ON M9A 0A6",499900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"10 Queens Quay W #1204, Toronto, ON M5J 2R9",999990.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"599 Sammon Ave, Toronto, ON M4C 2E1",989000.0,3 bds3 ba- House for sale,3.0,3.0,House,Toronto
"24 Fieldway Rd UNIT 19, Toronto, ON M8Z 0E3",579000.0,1 bd1 ba694 sqft- Townhouse for sale,1.0,1.0,Townhouse,Toronto
"38 Ascot Ave, Toronto, ON M6E 1E7",1999900.0,4 bds5 ba- House for sale,4.0,5.0,House,Toronto
"585 Bloor St E #1603, Toronto, ON M4X 1N5",880000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"665 Kennedy Rd #510, Toronto, ON M1K 5E2",419900.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Toronto
"3231 Eglinton Ave #507, Toronto, ON M1J 3N5",399900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"34 A Raven Rd, Toronto, ON M6L 2A7",1788000.0,4 bds5 ba- House for sale,4.0,5.0,House,Toronto
"55 Bremner Blvd #2311, Toronto, ON M5J 0A6",629000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"20 Joe Shuster Way #622, Toronto, ON M6K 0A3",599900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"104 Holmes Ave, Toronto, ON M2N 4M4",2050000.0,4 bds4 ba- House for sale,4.0,4.0,House,Toronto
"30 Canterbury Pl #1210, Toronto, ON M2N 0B9",549000.0,1 bd2 ba- Condo for sale,1.0,2.0,Condo,Toronto
"55 Regent Park Blvd #512, Toronto, ON M5A 0C2",599000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"100 Silver Birch Ave, Toronto, ON M4E 3L4",1745000.0,4 bds3 ba- House for sale,4.0,3.0,House,Toronto
"60 Colborne St #1905, Toronto, ON M5E 0B7",499000.0,Studio1 ba- Condo for sale,,1.0,Condo,Toronto
"140 Simcoe St #1220, Toronto, ON M5H 4E9",590000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"183 Beech Ave, Toronto, ON M4E 3H8",1660000.0,3 bds3 ba- House for sale,3.0,3.0,House,Toronto
"44 Fairfield Rd, Toronto, ON M4P 1T1",1649000.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"39 Transwell Ave, Toronto, ON M2R 2J9",1350000.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"31 Felan Cres, Toronto, ON M9V 3A2",798800.0,4 bds2 ba- House for sale,4.0,2.0,House,Toronto
"9 Danjohn Cres, Toronto, ON M1V 3N2",799000.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"478 King St W #608, Toronto, ON M5V 0A8",899000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"170 Chiltern Hill Rd UNIT 410, Toronto, ON M6C 0A9",599000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"215 Wynford Dr #701, Toronto, ON M3C 3P5",820000.0,2 bds3 ba- Condo for sale,2.0,3.0,Condo,Toronto
"11 Charlotte St #410, Toronto, ON M5V 0M6",548000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"203 Caledonia Rd, Toronto, ON M6E 4S9",799000.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"50 Forest Manor Rd #1111, Toronto, ON M2J 0E3",599000.0,1 bd2 ba- Condo for sale,1.0,2.0,Condo,Toronto
"68 Roseglen Cres, Toronto, ON M3N 1G6",988000.0,4 bds3 ba- House for sale,4.0,3.0,House,Toronto
"9 Mabelle Ave #2023, Toronto, ON M9A 0E1",749900.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Toronto
"1 King St W #821, Toronto, ON M5H 1A1",349000.0,Studio1 ba- Condo for sale,,1.0,Condo,Toronto
"5 A York Ave, Toronto, ON M6N 2V1",840000.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"16 Brookers Ln #2801, Toronto, ON M8V 0A5",499000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"11 Superior Ave #611, Toronto, ON M8V 0A7",529999.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"19 Singer Ct #519, Toronto, ON M2K 0B2",599000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"1 Rowntree Rd, Toronto, ON M9V 5G7",569000.0,"3 bds2 ba1,806 sqft- Condo for sale",3.0,2.0,Condo,Toronto
"564 Dufferin St, Toronto, ON M6K 2A9",1399000.0,9 bds2 ba- House for sale,9.0,2.0,House,Toronto
"35 Hollywood Ave #511, Toronto, ON M2N 0A9",639900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"50 Forest Manor Rd #811, Toronto, ON M2J 0E3",599000.0,1 bd2 ba- Condo for sale,1.0,2.0,Condo,Toronto
"521 Browns Line, Toronto, ON M8W 3V1",1649000.0,5 bds3 ba- House for sale,5.0,3.0,House,Toronto
"190 Manitoba St #505, Toronto, ON M8Y 3Y8",678000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"62 Golfview Ave, Toronto, ON M4E 2K2",989000.0,2 bds2 ba- House for sale,2.0,2.0,House,Toronto
"25 London Green Ct #25, Toronto, ON M3N 1K3",749999.0,4 bds2 ba- Townhouse for sale,4.0,2.0,Townhouse,Toronto
"25 Town Centre Ct UNIT 1903, Toronto, ON M1P 0B4",524000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"13 Brentwood Ave, Toronto, ON M2N 2L6",3250000.0,4 bds5 ba- House for sale,4.0,5.0,House,Toronto
"1 Rean Dr #812, Toronto, ON M2K 3C1",649000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"18 Spring Garden Ave #3509, Toronto, ON M2N 7M2",459900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"3668 Saint Clair Ave E, Toronto, ON M1M 1T2",798000.0,4 bds4 ba- Townhouse for sale,4.0,4.0,Townhouse,Toronto
"480 Queens Quay W #806W, Toronto, ON M5V 2Y5",2427000.0,3 bds3 ba- Condo for sale,3.0,3.0,Condo,Toronto
"70 Annie Craig Dr #805, Toronto, ON M8V 0G2",739900.0,1 bd2 ba- Condo for sale,1.0,2.0,Condo,Toronto
"70 Annie Craig Dr #4409, Toronto, ON M8V 0G2",789900.0,1 bd2 ba- Condo for sale,1.0,2.0,Condo,Toronto
"32 Davenport Rd #707, Toronto, ON M5R 0B5",1158888.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"399 Connaught Ave, Toronto, ON M2R 2M1",2798888.0,4 bds5 ba- House for sale,4.0,5.0,House,Toronto
"80 Cumberland St S #204, Toronto, ON M5R 3V1",1499000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"52 Reindeer Dr, Toronto, ON M1B 6H5",789000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Toronto
"67 Trailview Ter, Toronto, ON M1B 6H5",799900.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Toronto
"375 King St W #1408, Toronto, ON M5V 1K5",585000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Toronto
"26 Norton Ave #407, Toronto, ON M2N 0H6",811100.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"167 Gledhill Ave, Toronto, ON M4C 5K9",899900.0,3 bds2 ba- House for sale,3.0,2.0,House,Toronto
"627 The West Mall #1504, Toronto, ON M9C 4X5",599999.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Toronto
"83 Billings Ave, Toronto, ON M4L 2S3",1199999.0,"4 bds2 ba1,085 sqft- House for sale",4.0,2.0,House,Toronto
"521 Rogers Rd, Toronto, ON M6M 1B4",899000.0,4 bds3 ba- House for sale,4.0,3.0,House,Toronto
"555 Donlands Ave, Toronto, ON M4J 3S4",1199000.0,3 bds4 ba- House for sale,3.0,4.0,House,Toronto
"7 B Ventnor Ave, Toronto, ON M4C 2Z6",1199000.0,3 bds3 ba- House for sale,3.0,3.0,House,Toronto
"156 Thistle Down Blvd, Toronto, ON M9V 1K1",1419000.0,4 bds2 ba- House for sale,4.0,2.0,House,Toronto
"41 Howarth Ave, Toronto, ON M1R 1H3",1929000.0,4 bds5 ba- House for sale,4.0,5.0,House,Toronto
"35 Hollywood Ave #1809, Toronto, ON M2N 0A9",768000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"20 Richardson St #919, Toronto, ON M5A 0S6",1049900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"29 Fundy Bay Blvd #45, Toronto, ON M1W 3A2",829990.0,3 bds2 ba- Townhouse for sale,3.0,2.0,Townhouse,Toronto
"384 Rimilton Ave, Toronto, ON M8W 2G2",1399500.0,3 bds1 ba- House for sale,3.0,1.0,House,Toronto
"101 Charles St E #710, Toronto, ON M4Y 0A9",909000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Toronto
"148 Iribelle Ave, Oshawa, ON L1L 0E2",750000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Oshawa
"1056 Stone Cottage Cres, Oshawa, ON L1K 1Z4",1299888.0,4 bds5 ba- House for sale,4.0,5.0,House,Oshawa
"1939 Riverton St, Oshawa, ON L1K 0P6",899000.0,4 bds3 ba- House for sale,4.0,3.0,House,Oshawa
"1800 Simcoe St N #415, Oshawa, ON L1G 0C2",399900.0,3 bds3 ba- Condo for sale,3.0,3.0,Condo,Oshawa
"1824 Douglas Langtree Dr, Oshawa, ON L1K 0Y3",1250000.0,4 bds4 ba- House for sale,4.0,4.0,House,Oshawa
"510 Thornton Rd, Oshawa, ON L1J 6T6",1299000.0,6 bds5 ba- House for sale,6.0,5.0,House,Oshawa
"222 Pearson St #47, Oshawa, ON L1G 7C6",499900.0,4 bds2 ba- Townhouse for sale,4.0,2.0,Townhouse,Oshawa
"71 Norland Cir, Oshawa, ON L1L 0A7",899900.0,4 bds3 ba- House for sale,4.0,3.0,House,Oshawa
"1337 Margate Dr, Oshawa, ON L1K 2S5",750000.0,4 bds4 ba- House for sale,4.0,4.0,House,Oshawa
"111 Oshawa Blvd S, Oshawa, ON L1H 5R4",425000.0,4 bds2 ba- House for sale,4.0,2.0,House,Oshawa
"620 Somerville Ave, Oshawa, ON L1G 4J1",599900.0,2 bds1 ba- House for sale,2.0,1.0,House,Oshawa
"1557 Clearbrook Dr, Oshawa, ON L1K 2P6",1199000.0,4 bds4 ba- House for sale,4.0,4.0,House,Oshawa
"1900 Simcoe St N #515, Oshawa, ON L1G 0C1",214000.0,Studio1 ba- Condo for sale,,1.0,Condo,Oshawa
"465 Humewood Ave, Oshawa, ON L1G 2V1",599900.0,3 bds2 ba- House for sale,3.0,2.0,House,Oshawa
"519 Falconridge Dr, Oshawa, ON L1K 0C1",799000.0,3 bds4 ba- House for sale,3.0,4.0,House,Oshawa
"952 Townline Rd S, Oshawa, ON L1H 0A4",649000.0,4 bds4 ba- House for sale,4.0,4.0,House,Oshawa
"1112 Oshawa Blvd N, Oshawa, ON L1G 5W1",775000.0,5 bds4 ba- House for sale,5.0,4.0,House,Oshawa
"953 Gentry Cres, Oshawa, ON L1K 1L6",499900.0,3 bds2 ba- House for sale,3.0,2.0,House,Oshawa
"116 Seneca Ave, Oshawa, ON L1G 3V4",629000.0,3 bds2 ba- House for sale,3.0,2.0,House,Oshawa
"970 Lavender Ct, Oshawa, ON L1G 3H1",899900.0,4 bds3 ba- House for sale,4.0,3.0,House,Oshawa
"1455 Ritson Rd S, Oshawa, ON L1J 7M3",549999.0,2 bds2 ba- House for sale,2.0,2.0,House,Oshawa
"47 Filly Path #462, Oshawa, ON L1L 0K8",649900.0,4 bds3 ba- Townhouse for sale,4.0,3.0,Townhouse,Oshawa
"1150 Ormond Dr, Oshawa, ON L1K 2T4",649900.0,3 bds4 ba- Townhouse for sale,3.0,4.0,Townhouse,Oshawa
"1696 Woodgate Trl, Oshawa, ON L1G 8B4",649000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Oshawa
"284 Dover St, Oshawa, ON L1G 6G6",699999.0,3 bds2 ba- House for sale,3.0,2.0,House,Oshawa
"509 Grenfell St, Oshawa, ON L1J 4W8",549900.0,3 bds2 ba- House for sale,3.0,2.0,House,Oshawa
"650 Dorchester Dr, Oshawa, ON L1J 6L5",540000.0,3 bds2 ba- House for sale,3.0,2.0,House,Oshawa
"2478 Bromus Path, Oshawa, ON L1L 0K7",699900.0,4 bds3 ba- Townhouse for sale,4.0,3.0,Townhouse,Oshawa
"610 Braemor Ct, Oshawa, ON L1J 2X8",799000.0,3 bds3 ba- House for sale,3.0,3.0,House,Oshawa
"892 Mount Allan Ave, Oshawa, ON L1J 8K3",879999.0,4 bds4 ba- House for sale,4.0,4.0,House,Oshawa
"955 Eagle Ridge Dr, Oshawa, ON L1K 2Z9",1499500.0,4 bds3 ba- House for sale,4.0,3.0,House,Oshawa
"372 Calvert Ct, Oshawa, ON L1J 6X7",550000.0,3 bds2 ba- House for sale,3.0,2.0,House,Oshawa
"1900 Simcoe St N #612, Oshawa, ON L1G 0C1",235000.0,Studio1 ba- Condo for sale,,1.0,Condo,Oshawa
"1979 Arborwood Dr, Oshawa, ON L1K 0V2",999900.0,4 bds4 ba- House for sale,4.0,4.0,House,Oshawa
"43 Great Gabe Cres, Oshawa, ON L1L 0G6",599000.0,2 bds2 ba- Townhouse for sale,2.0,2.0,Townhouse,Oshawa
"167 Quetico Ct, Oshawa, ON L1J 1E7",599900.0,4 bds2 ba- House for sale,4.0,2.0,House,Oshawa
"2524 Secreto Dr, Oshawa, ON L1L 0H7",799000.0,3 bds3 ba- House for sale,3.0,3.0,House,Oshawa
"1721 Radcliffe Dr, Oshawa, ON L1K 2T1",699900.0,3 bds4 ba- House for sale,3.0,4.0,House,Oshawa
"294 Burk St, Oshawa, ON L1J 4C4",550000.0,3 bds2 ba- House for sale,3.0,2.0,House,Oshawa
"608 Lakeview Ave, Oshawa, ON L1J 1B1",499000.0,3 bds2 ba- House for sale,3.0,2.0,House,Oshawa
"301 Albert St, Oshawa, ON L1H 4R9",375000.0,3 bds1 ba- House for sale,3.0,1.0,House,Oshawa
"483 Grenfell St, Oshawa, ON L1J 4W8",499900.0,3 bds2 ba- House for sale,3.0,2.0,House,Oshawa
"395 Windfields Farm Dr W, Oshawa, ON L1L 0M2",1199880.0,4 bds7 ba- House for sale,4.0,7.0,House,Oshawa
