address,price,details,bedrooms,bathrooms,category,city
"267 Arnold Ave, Vaughan, ON L4J 1C2",8888000.0,5 bds5 ba- House for sale,5.0,5.0,House,Vaughan
"22 Netherford Rd, Vaughan, ON L6A 1C7",3200000.0,5 bds9 ba- House for sale,5.0,9.0,House,Vaughan
"Charisma By Greenpark Homes 8946 Jane St, Vaughan, ON L4K 2M9",400000.0,Studio-- ba- Condo for sale,,,Condo,Vaughan
"2015 Highway 7 St, Vaughan, ON L4K 1V6",2999000.0,5 bds5 ba- House for sale,5.0,5.0,House,Vaughan
"102 Wigston Pl, Vaughan, ON L4J 8C6",5995000.0,5 bds6 ba- House for sale,5.0,6.0,House,Vaughan
"12 Thornbank Rd, Vaughan, ON L4J 2A2",12800000.0,6 bds9 ba- House for sale,6.0,9.0,House,Vaughan
"9909 Pine Valley Dr #302, Vaughan, ON L4H 4M1",1389000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Vaughan
"53 Woodbridge Ave #409, Vaughan, ON L4L 9K9",649900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Vaughan
"0 Thornbank Rd, Vaughan, ON L4J 2A1",7499000.0,6 bds9 ba- House for sale,6.0,9.0,House,Vaughan
"8188 Yonge St, Vaughan, ON L4J 1W5",500000.0,Studio-- ba- Condo for sale,,,Condo,Vaughan
"61 Petermar Dr, Vaughan, ON L4L 1A6",3499000.0,4 bds4 ba- House for sale,4.0,4.0,House,Vaughan
"8165 Kipling Ave #66, Vaughan, ON L4L 0G4",1199000.0,3 bds4 ba- Condo for sale,3.0,4.0,Condo,Vaughan
"226 Townsgate Dr, Vaughan, ON L4J 8J5",899000.0,-- sqft lot- Lot / Land for sale,,,Unknown,Vaughan
"7 Elmway Ct, Vaughan, ON L4J 8V6",2888000.0,4 bds7 ba- House for sale,4.0,7.0,House,Vaughan
"2506 Rutherford Rd #305, Vaughan, ON L4K 5N4",524900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Vaughan
"327 Firglen Rdg, Vaughan, ON L4L 1N6",2457888.0,"4 bds5 ba3,052 sqft- House for sale",4.0,5.0,House,Vaughan
"60 Hazelridge Ct, Vaughan, ON L0J 1C0",3899880.0,4 bds6 ba- House for sale,4.0,6.0,House,Vaughan
"8 Rosa Ct, Vaughan, ON L4H 1Z6",1999900.0,"5 bds5 ba3,987 sqft- House for sale",5.0,5.0,House,Vaughan
"2 Orleans Cir, Vaughan, ON L4H 0V4",2198000.0,4 bds5 ba- House for sale,4.0,5.0,House,Vaughan
"7 Highway 2910 #2006, Vaughan, ON L4K 2M7",609999.0,2 bds2 ba695 sqft- Condo for sale,2.0,2.0,Condo,Vaughan
"2500 Rutherford Rd #409, Vaughan, ON L4K 5N7",649900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Vaughan
"8780 Bathurst St, Vaughan, ON L4J 8A7",9900000.0,-- sqft lot- Lot / Land for sale,,,Unknown,Vaughan
"1 Renaissance Ct, Vaughan, ON L4J 7W4",4150000.0,5 bds6 ba- House for sale,5.0,6.0,House,Vaughan
"Festival, Vaughan, ON L4K 5C3",500000.0,Studio-- ba- Condo for sale,,,Condo,Vaughan
"Festival, Concord, ON L4K 5C3",500000.0,Studio-- ba- Condo for sale,,,Condo,Concord
"11 Uplands Ave, Vaughan, ON L4J 1J8",3090000.0,5 bds2 ba- House for sale,5.0,2.0,House,Vaughan
"145 Renaissance Ct, Vaughan, ON L4J 7W4",3895000.0,5 bds6 ba- House for sale,5.0,6.0,House,Vaughan
"M2 Towns, Vaughan, ON L4K 5Z8",690000.0,"Studio-- ba2,607 sqft- House for sale",,,House,Vaughan
"The Arthur Crafted Townhomes, Toronto, ON L6A 3Y9",930000.0,Studio-- ba- House for sale,,,House,Toronto
"20 Uplands Ave, Vaughan, ON L4J 1J9",4780000.0,5 bds7 ba- House for sale,5.0,7.0,House,Vaughan
"39 Elmway Ct, Vaughan, ON L4J 8V6",2899000.0,5 bds6 ba- House for sale,5.0,6.0,House,Vaughan
"4660 Kirby Rd, Vaughan, ON L4L 1A6",4250000.0,-- sqft lot- Lot / Land for sale,,,Unknown,Vaughan
"249 Upper Post Rd, Vaughan, ON L6A 4K1",2438000.0,4 bds5 ba- House for sale,4.0,5.0,House,Vaughan
"0 Park Dr, Vaughan, ON L4L 2H3",1980000.0,-- sqft lot- Lot / Land for sale,,,Unknown,Vaughan
"7 Brighton Pl #6, Vaughan, ON L4J 0H1",690000.0,4 bds3 ba- Townhouse for sale,4.0,3.0,Townhouse,Vaughan
"Promenade Park Towers #2, Thornhill, ON L4J 4P8",450000.0,Studio-- ba- Condo for sale,,,Condo,Thornhill
"7651 Keele St, Vaughan, ON L4K 1Y5",2200000.0,-- sqft lot- Lot / Land for sale,,,Unknown,Vaughan
"7661 Keele St, Vaughan, ON L4K 1Y5",2200000.0,-- sqft lot- Lot / Land for sale,,,Unknown,Vaughan
"99 Eagle Rock Way #728, Vaughan, ON L6A 4Z4",399999.0,1 bd1 ba510 sqft- Condo for sale,1.0,1.0,Condo,Vaughan
"Promenade Park, Towers Thornhill, ON L4J 4P8",600000.0,Studio-- ba- Condo for sale,,,Condo,Towers Thornhill
"The Thornhill, Thornhill, ON L4J 0G8",479900.0,1 bd1 ba607 sqft- Condo for sale,1.0,1.0,Condo,Thornhill
"Linx, Toronto, ON M4C 1L4",500000.0,1 bd-- ba- Condo for sale,1.0,,Condo,Toronto
"100 New Park Pl, Vaughan, ON L4K 0J3",749000.0,2 bds2 ba818 sqft- Condo for sale,2.0,2.0,Condo,Vaughan
"Mobilio & Towns, Vaughan, ON L4K 2M7",450000.0,"Studio-- ba1,115 sqft- Condo for sale",,,Condo,Vaughan
"59 City Park Cir, Vaughan, ON L4L 0H2",780000.0,3 bds4 ba- Townhouse for sale,3.0,4.0,Townhouse,Vaughan
"20 Lady Fenyrose Ave, Vaughan, ON L6A 0E2",2060000.0,4 bds-- ba- Townhouse for sale,4.0,,Townhouse,Vaughan
"25 Boone Cres, Vaughan, ON L4H 4V1",1489000.0,5 bds4 ba- House for sale,5.0,4.0,House,Vaughan
"39 Beverly Glen Blvd, [th47] Vaughan, ON L4J 0G8",899000.0,3 bds4 ba- Townhouse for sale,3.0,4.0,Townhouse,[th47] Vaughan
"37 Beverley Glen Blvd #48, Vaughan, ON L4J 0G8",899800.0,"3 bds-- ba1,910 sqft- Townhouse for sale",3.0,,Townhouse,Vaughan
"950 Portage Pkwy #4005, Vaughan, ON L4K 3Y8",599900.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Vaughan
"130 Coalbrook Ct, Vaughan, ON L4L 9B6",1499000.0,4 bds4 ba- House for sale,4.0,4.0,House,Vaughan
"144 Isaac Murray Ave, Vaughan, ON L6A 2S8",999000.0,3 bds3 ba- House for sale,3.0,3.0,House,Vaughan
"33 Wallace St #106, Vaughan, ON L4L 9L4",699000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Vaughan
"7608 Yonge St #310, Vaughan, ON L4J 0J5",579888.0,1 bd2 ba- Condo for sale,1.0,2.0,Condo,Vaughan
"57 Diploma Ave, Vaughan, ON L4H 3A7",1249000.0,3 bds4 ba- House for sale,3.0,4.0,House,Vaughan
"2 Catalpa Cres, Vaughan, ON L6A 0R3",1296800.0,5 bds4 ba- House for sale,5.0,4.0,House,Vaughan
"39 Beverley Glen Blvd #46, Vaughan, ON L4J 0G8",899000.0,3 bds4 ba- Townhouse for sale,3.0,4.0,Townhouse,Vaughan
"10 Laval St, Vaughan, ON L4H 2Y3",1029000.0,3 bds3 ba- House for sale,3.0,3.0,House,Vaughan
"28 Avonmore Trl, Vaughan, ON L6A 4Y4",949000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Vaughan
"146 Arianna Cres, Vaughan, ON L6A 4Z9",1399888.0,4 bds4 ba- Townhouse for sale,4.0,4.0,Townhouse,Vaughan
"8 Shemer Dr, Vaughan, ON L4J 9A6",1125000.0,3 bds4 ba- Townhouse for sale,3.0,4.0,Townhouse,Vaughan
"71 Goyo Gate, Vaughan, ON L6A 3T3",1168000.0,3 bds3 ba- House for sale,3.0,3.0,House,Vaughan
"60 5th Ave, Vaughan, ON L4L 6Z5",1998000.0,4 bds6 ba- House for sale,4.0,6.0,House,Vaughan
"5289 Highway 7 #B202, Vaughan, ON L4L 8P7",699000.0,2 bds2 ba- Townhouse for sale,2.0,2.0,Townhouse,Vaughan
"9720 Keele St, Vaughan, ON L6A 3Y6",1600000.0,4 bds5 ba- House for sale,4.0,5.0,House,Vaughan
"135 Pond Dr #708, Markham, ON L3T 7V6",599000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Markham
"7340 Markham Rd #208, Markham, ON L3S 0B1",599900.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Markham
"302 Hammersly Blvd, Markham, ON L6E 2C4",1198800.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"31 Titus St, Markham, ON L6E 0G4",1488000.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"190 Snowdon Cir, Markham, ON L3P 7S7",1288000.0,4 bds5 ba- House for sale,4.0,5.0,House,Markham
"102 Madsen Cres, Markham, ON L3R 4P3",899000.0,5 bds3 ba- House for sale,5.0,3.0,House,Markham
"30 Simonston Blvd, Markham, ON L3T 4L1",1688888.0,5 bds4 ba- House for sale,5.0,4.0,House,Markham
"23 Oxfordshire St, Markham, ON L6C 2J7",1399000.0,4 bds5 ba- House for sale,4.0,5.0,House,Markham
"52 Rouge Bank Dr, Markham, ON L3S 4C7",1399000.0,4 bds5 ba- House for sale,4.0,5.0,House,Markham
"2 Romfield Cir, Markham, ON L3T 3H2",1399000.0,"4 bds3 ba8,103 sqft- House for sale",4.0,3.0,House,Markham
"12 Verclaire Gate, Markham, ON L3R 9P6",1599000.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"3 Isabella Peach Dr, Markham, ON L6C 0Z1",1188000.0,4 bds4 ba- Townhouse for sale,4.0,4.0,Townhouse,Markham
"20 Todman Ln, Markham, ON L6E 0C8",899000.0,3 bds3 ba- House for sale,3.0,3.0,House,Markham
"303 Milliken Meadows Dr, Markham, ON L3R 0V8",999000.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"24 Brookbank Ct, Markham, ON L3P 6K8",1288000.0,5 bds5 ba- House for sale,5.0,5.0,House,Markham
"138 Maria Rd, Markham, ON L6E 0M1",949000.0,3 bds3 ba- House for sale,3.0,3.0,House,Markham
"10248 9th Line #E, Markham, ON L6B 1A8",3500000.0,6 bds8 ba- House for sale,6.0,8.0,House,Markham
"223 Bay Thorn Dr, Markham, ON L3T 3V6",1188000.0,3 bds2 ba- House for sale,3.0,2.0,House,Markham
"7 Waterleaf Rd, Markham, ON L6B 0Z3",1689990.0,4 bds5 ba- House for sale,4.0,5.0,House,Markham
"18 Nichols Blvd, Markham, ON L6C 2Z3",1500000.0,5 bds4 ba- House for sale,5.0,4.0,House,Markham
"18 Black Locust Dr, Markham, ON L6E 0P8",888000.0,4 bds3 ba- Townhouse for sale,4.0,3.0,Townhouse,Markham
"68 Henry Bauer Ave, Markham, ON L6C 0T1",1599000.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"9582 Markham Rd #316, Markham, ON L6E 1B1",539000.0,1 bd2 ba- Condo for sale,1.0,2.0,Condo,Markham
"3 Evergreen Cres, Markham, ON L3T 5V8",1499000.0,5 bds4 ba- House for sale,5.0,4.0,House,Markham
"6 Sunnyside Hill Rd, Markham, ON L6B 0X4",1299800.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"5146 19th Ave, Markham, ON L6C 1M4",3989900.0,4 bds3 ba- House for sale,4.0,3.0,House,Markham
"22 Morgan Ave, Markham, ON L3T 1R1",1388800.0,5 bds4 ba- House for sale,5.0,4.0,House,Markham
"21 Barrington Cres, Markham, ON L3R 3H2",799900.0,5 bds3 ba- House for sale,5.0,3.0,House,Markham
"325 S Park Rd #317, Markham, ON L3T 0B8",738000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Markham
"20 Pascoe Dr, Markham, ON L6B 1C4",799000.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"38 Reesorville Rd, Markham, ON L3P 3L2",1100000.0,4 bds3 ba- House for sale,4.0,3.0,House,Markham
"122 Guinevere Rd, Markham, ON L3S 4V2",888800.0,3 bds4 ba- House for sale,3.0,4.0,House,Markham
"7 Schouten Cres, Markham, ON L3P 7W8",799900.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Markham
"158 Royal Orchard Blvd, Markham, ON L3T 3E4",1799990.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"63 Dundas Way, Markham, ON L6E 0R7",849000.0,4 bds4 ba- Townhouse for sale,4.0,4.0,Townhouse,Markham
"60 Inverlochy Blvd #709, Markham, ON L3T 4T7",539000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Markham
"50 Stargell Cres, Markham, ON L3P 4J9",998000.0,3 bds4 ba- House for sale,3.0,4.0,House,Markham
"93 Jack Monkman Cres, Markham, ON L3S 0A4",988888.0,3 bds4 ba- House for sale,3.0,4.0,House,Markham
"36 Wingrove St, Markham, ON L6E 1G5",999900.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"97 Hazelton Ave, Markham, ON L6C 3J1",999900.0,3 bds4 ba- Townhouse for sale,3.0,4.0,Townhouse,Markham
"7325 Markham Rd #706, Markham, ON L3S 0C9",699000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Markham
"233 S Park Rd #906, Markham, ON L3T 0B3",709000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Markham
"7 Kenneth Way, Markham, ON L3T 5B2",697888.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Markham
"4665 19th Ave, Markham, ON L6C 1M3",4150000.0,3 bds2 ba- House for sale,3.0,2.0,House,Markham
"37 Fimco Cres, Markham, ON L6E 0R3",999000.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"39 Frederick Wilson Ave, Markham, ON L6B 1N1",859000.0,2 bds3 ba- Townhouse for sale,2.0,3.0,Townhouse,Markham
"159 Raymerville Dr, Markham, ON L3P 4M8",1499888.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"233 S Park Rd #202, Markham, ON L3T 0B3",679999.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Markham
"7165 Yonge St E PENTHOUSE 105, Markham, ON L3T 0C9",548800.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Markham
"260 Calvert Rd, Markham, ON L6C 1S4",1799000.0,4 bds5 ba- House for sale,4.0,5.0,House,Markham
"25 Clarion Cres, Markham, ON L3S 3M4",899000.0,3 bds4 ba- House for sale,3.0,4.0,House,Markham
"100 Anna Russell Way #327, Markham, ON L3R 6C7",339900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Markham
"10303 Woodbine Ave, Markham, ON L6C 0J7",988000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Markham
"6 Kings Inn Trl, Markham, ON L3T 1T7",1599000.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"57 Upper Duke Cres #409, Markham, ON L6G 0B9",499900.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Markham
"135 Elgin St, Markham, ON L3T 1W7",1998888.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"278 Roy Rainey Ave, Markham, ON L6E 1P8",699000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Markham
"22 Milne Ln, Markham, ON L3P 1C7",1898000.0,5 bds7 ba- House for sale,5.0,7.0,House,Markham
"392 Kirkham Dr, Markham, ON L3S 4K7",999000.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"82 Betty Roman Blvd, Markham, ON L6C 0A6",1268000.0,5 bds5 ba- Townhouse for sale,5.0,5.0,Townhouse,Markham
"7171 Yonge St #308, Markham, ON L3T 0C5",599999.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Markham
"242 Williamson Rd, Markham, ON L6E 1R9",999800.0,5 bds3 ba- House for sale,5.0,3.0,House,Markham
"67 Guinevere Rd, Markham, ON L3S 4R8",988000.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"71 Lucien St, Markham, ON L3R 5E1",1288000.0,5 bds4 ba- House for sale,5.0,4.0,House,Markham
"24 Bern St, Markham, ON L6E 1G6",899900.0,3 bds4 ba- House for sale,3.0,4.0,House,Markham
"36 The Barley Lea St, Markham, ON L6B 0A3",828800.0,3 bds4 ba- House for sale,3.0,4.0,House,Markham
"32 Fieldside St, Markham, ON L6B 0M2",1399000.0,4 bds5 ba- House for sale,4.0,5.0,House,Markham
"24 Maytime Way, Markham, ON L6C 0N5",988000.0,"4 bds4 ba2,366 sqft- Townhouse for sale",4.0,4.0,Townhouse,Markham
"3 Loring Cres, Markham, ON L3R 0G2",1388000.0,4 bds3 ba- House for sale,4.0,3.0,House,Markham
"5 Cottontail Ave, Markham, ON L3S 4E7",1999990.0,3 bds2 ba- House for sale,3.0,2.0,House,Markham
"41 Ferrah St, Markham, ON L3R 1N6",1288000.0,5 bds4 ba- House for sale,5.0,4.0,House,Markham
"50 Clegg Rd #LPH2, Markham, ON L6G 0C6",999888.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Markham
"17 Maytime Way, Markham, ON L6C 0N5",888000.0,4 bds4 ba- Townhouse for sale,4.0,4.0,Townhouse,Markham
"24 Stately Way, Markham, ON L3T 3Z8",599900.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Markham
"12 Windridge Dr, Markham, ON L3P 1T8",1289000.0,4 bds2 ba- House for sale,4.0,2.0,House,Markham
"16 Colonsay Rd, Markham, ON L3T 3E8",1288000.0,3 bds3 ba- House for sale,3.0,3.0,House,Markham
"1 Beaufort Way, Markham, ON L6C 0Y7",1280000.0,4 bds4 ba- Townhouse for sale,4.0,4.0,Townhouse,Markham
"9 Coleraine Ave, Markham, ON L3S 2L8",1118888.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"11 Gladiator Rd, Markham, ON L3P 1J1",1099000.0,3 bds2 ba- House for sale,3.0,2.0,House,Markham
"52 Kentley St, Markham, ON L6C 3G2",1390000.0,4 bds5 ba- House for sale,4.0,5.0,House,Markham
"16 Rainsford Rd, Markham, ON L3P 6J9",1299000.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"20 Petly Ln #24, Markham, ON L3R 2L8",688000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Markham
"80 Inverlochy Blvd #404, Markham, ON L3T 4P3",509000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Markham
"15 Water Walk Dr #915, Markham, ON L3P 1N3",688888.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Markham
"55 Lindcrest Mnr #1002, Markham, ON L6B 1N3",749000.0,4 bds3 ba- Condo for sale,4.0,3.0,Condo,Markham
"16 Eakin Mill Rd, Markham, ON L6E 1M7",1090000.0,4 bds3 ba- House for sale,4.0,3.0,House,Markham
"43 Truchard Ave, Markham, ON L6C 0N2",1099000.0,4 bds3 ba- Townhouse for sale,4.0,3.0,Townhouse,Markham
"16 Wingrove St, Markham, ON L6E 1G6",899000.0,3 bds4 ba- House for sale,3.0,4.0,House,Markham
"26 Irenemount Cres, Markham, ON L3S 3C4",1090000.0,4 bds5 ba- House for sale,4.0,5.0,House,Markham
"292 Buchanan Dr, Markham, ON L3R 9P8",1495000.0,5 bds6 ba- Townhouse for sale,5.0,6.0,Townhouse,Markham
"22 Wahba Way, Markham, ON L3S 0C1",1049900.0,4 bds3 ba- House for sale,4.0,3.0,House,Markham
"256 Buchanan Dr, Markham, ON L3R 9P8",1495000.0,5 bds6 ba- Townhouse for sale,5.0,6.0,Townhouse,Markham
"9 Stollery Pond Cres #615, Markham, ON L6C 0Y1",999000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Markham
"33 Hyderabad Ln, Markham, ON L6E 0T8",920000.0,4 bds3 ba- Townhouse for sale,4.0,3.0,Townhouse,Markham
"8130 Birchmount Rd #804, Markham, ON L6G 0E4",629800.0,1 bd2 ba- Condo for sale,1.0,2.0,Condo,Markham
"50 Neeland Rd, Markham, ON L3S 1W8",949000.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"159 Riverwalk Dr, Markham, ON L6B 0C8",1399900.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"139 Dundas Way, Markham, ON L6E 0T1",869000.0,4 bds4 ba- Townhouse for sale,4.0,4.0,Townhouse,Markham
"63 Legends Way, Markham, ON L3R 6B1",1018000.0,3 bds3 ba- Condo for sale,3.0,3.0,Condo,Markham
"4608 Steeles Ave E #6, Markham, ON L3R 6B6",799000.0,4 bds4 ba- Condo for sale,4.0,4.0,Condo,Markham
"7373 Kennedy Rd PENTHOUSE 1, Markham, ON L3R 1H6",629000.0,4 bds2 ba- Condo for sale,4.0,2.0,Condo,Markham
"7825 Bayview Ave UNIT 611, Markham, ON L3T 7N2",1499000.0,3 bds3 ba- Condo for sale,3.0,3.0,Condo,Markham
"78 Schouten Cres, Markham, ON L3P 7W7",788000.0,3 bds3 ba- House for sale,3.0,3.0,House,Markham
"7 Nichols Blvd, Markham, ON L6C 2Y9",1399000.0,4 bds5 ba- House for sale,4.0,5.0,House,Markham
"81 Tomlinson Cir, Markham, ON L3R 9J4",1488000.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"84 Sherwood Forest Dr, Markham, ON L3P 1R1",888000.0,4 bds2 ba- House for sale,4.0,2.0,House,Markham
"16 Autumn Glow Dr, Markham, ON L6B 0P4",1199000.0,3 bds3 ba- House for sale,3.0,3.0,House,Markham
"255 Alfred Paterson Dr, Markham, ON L6E 2G1",1098000.0,4 bds3 ba- House for sale,4.0,3.0,House,Markham
"14 Gordon Weeden Rd, Markham, ON L6E 1Y5",1199000.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"20 Liebeck Cres, Markham, ON L3R 1Y5",1680000.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"111 Rougehaven Way, Markham, ON L3P 7W5",968000.0,4 bds2 ba- Townhouse for sale,4.0,2.0,Townhouse,Markham
"26 Hyderabad Ln, Markham, ON L6E 0T8",799000.0,3 bds4 ba- Townhouse for sale,3.0,4.0,Townhouse,Markham
"23 Charing Cross Ln, Markham, ON L6E 0A1",839000.0,4 bds4 ba- Townhouse for sale,4.0,4.0,Townhouse,Markham
"33 Eastwood Cres, Markham, ON L3P 5Z8",1330000.0,"5 bds4 ba3,599 sqft- House for sale",5.0,4.0,House,Markham
"14 Bishop Cres, Markham, ON L3P 4N6",999000.0,3 bds3 ba- House for sale,3.0,3.0,House,Markham
"92 Roy Grove Way, Markham, ON L6E 0T7",849000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Markham
"9388 Kennedy Rd, Markham, ON L6C 0Y6",988000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Markham
"2 Dunsheath Way #112, Markham, ON L6B 1N3",731000.0,2 bds2 ba- Townhouse for sale,2.0,2.0,Townhouse,Markham
"21 Honeybourne Cres, Markham, ON L3P 1P4",1620000.0,3 bds3 ba- House for sale,3.0,3.0,House,Markham
"7340 Markham Rd #209, Markham, ON L3S 0B1",699000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Markham
"233 Risebrough Cir, Markham, ON L3R 3J3",1298000.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"24 Guinevere Rd, Markham, ON L3S 4S9",1029800.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"47 Karma Rd, Markham, ON L3R 4S8",1060000.0,3 bds2 ba- House for sale,3.0,2.0,House,Markham
"8 Fonthill Blvd, Markham, ON L3R 1V6",2018800.0,4 bds5 ba- House for sale,4.0,5.0,House,Markham
"14 Wales Ave, Markham, ON L3P 2C1",999000.0,Studio-- ba- House for sale,,,House,Markham
"51 Times Ave #102, Markham, ON L3T 7X7",458800.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Markham
"2 Westmeath Ln #2117, Markham, ON L6B 1N5",668000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Markham
"8323 Kennedy Rd #111, Markham, ON L3R 5W7",495000.0,1 bd1 ba- Condo for sale,1.0,1.0,Condo,Markham
"42 Littleleaf Cres, Markham, ON L3S 4G1",1388000.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"68 Emeline Cres, Markham, ON L3P 4G4",1350000.0,4 bds3 ba- House for sale,4.0,3.0,House,Markham
"36 Lehman Cres, Markham, ON L3P 5W9",1198000.0,4 bds3 ba- House for sale,4.0,3.0,House,Markham
"15 Morning Dove Dr, Markham, ON L6B 1L4",949000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Markham
"54 Smoothwater Ter, Markham, ON L6B 0E8",1399000.0,4 bds5 ba- House for sale,4.0,5.0,House,Markham
"5 Grandview Blvd, Markham, ON L3P 1E9",1699900.0,3 bds1 ba- House for sale,3.0,1.0,House,Markham
"180 Enterprise Blvd #308, Markham, ON L6G 0E6",499900.0,2 bds1 ba- Condo for sale,2.0,1.0,Condo,Markham
"145 Terry Fox St, Markham, ON L6B 0W9",970000.0,3 bds3 ba- Townhouse for sale,3.0,3.0,Townhouse,Markham
"25 Water Walk Dr #225, Markham, ON L6G 0G3",719000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Markham
"8 Doncrest Dr, Markham, ON L3T 2T1",8488000.0,5 bds9 ba- House for sale,5.0,9.0,House,Markham
"67 Mccarty Cres, Markham, ON L3P 4R5",1599000.0,4 bds5 ba- House for sale,4.0,5.0,House,Markham
"10 Doncrest Dr, Markham, ON L3T 2T1",4888000.0,6 bds9 ba- House for sale,6.0,9.0,House,Markham
"19 Pearl Lake Rd, Markham, ON L6B 0X4",1199000.0,4 bds5 ba- House for sale,4.0,5.0,House,Markham
"32 Coleluke Ln, Markham, ON L3S 0B7",1088800.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"62 Suncrest Blvd #712, Markham, ON L3T 7Y6",689000.0,2 bds2 ba- Condo for sale,2.0,2.0,Condo,Markham
"43 Albert Lewis St, Markham, ON L6B 0Z3",1449990.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"82 Stonechurch Cres, Markham, ON L6B 0H4",1180000.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"294 Delray Dr, Markham, ON L6E 0R1",860000.0,3 bds3 ba- House for sale,3.0,3.0,House,Markham
"0 Tillie Sq, Markham, ON L3S 4R5",299900.0,Studio-- ba- House for sale,,,House,Markham
"37 Tufo Ave, Markham, ON L6C 0H8",1088000.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"30 Dickson Hill Rd, Markham, ON L3P 3J3",1686000.0,4 bds4 ba- House for sale,4.0,4.0,House,Markham
"55 Hendon Rd, Markham, ON L3R 0P7",1299000.0,4 bds6 ba- House for sale,4.0,6.0,House,Markham
"12 Heisey Dr, Markham, ON L3P 4P7",1880000.0,4 bds5 ba- House for sale,4.0,5.0,House,Markham
"228 Church St, Markham, ON L3P 2M7",1500000.0,4 bds5 ba- House for sale,4.0,5.0,House,Markham
"31 Daffodil Ave, Markham, ON L3T 1N3",2999000.0,5 bds4 ba- House for sale,5.0,4.0,House,Markham
"50 Inverlochy Blvd #1201, Markham, ON L3T 4T6",549000.0,3 bds2 ba- Condo for sale,3.0,2.0,Condo,Markham
"1680 John St, Markham, ON L3T 1Y9",739900.0,4 bds2 ba- Condo for sale,4.0,2.0,Condo,Markham
